Output,fn,Min,Max,number,Harmonic number 1,Harmonic number 2,Harmonic number 3,Harmonic number 4,Harmonic number 5,Harmonic number 6,Harmonic number 7,Harmonic number 8,Int 1,Int 2,Int 3,Int 4,Int 5,Int 6,Int 7,sInt 1,sInt 2,sInt 3,sInt 4
1,Major_113.wav,83.0,993.0,16,83.0,165.0,247.0,331.0,370.0,413.0,496.0,661.0,1.9879518072289157,1.496969696969697,1.3400809716599191,1.1178247734138973,1.1162162162162161,1.2009685230024214,1.3326612903225807,0.004510397943910593,0.4895721925133689,0.42193707104340383,0.18622173212889348
1,Major_114.wav,83.0,1978.0,31,83.0,124.0,248.0,278.0,330.0,372.0,495.0,556.0,1.4939759036144578,2.0,1.1209677419354838,1.1870503597122302,1.1272727272727272,1.3306451612903225,1.1232323232323231,0.0021234119397992605,1.0,0.13990875269184366,0.30589178627164126
1,Major_115.wav,83.0,993.0,20,83.0,165.0,247.0,278.0,331.0,413.0,496.0,556.0,1.9879518072289157,1.496969696969697,1.125506072874494,1.1906474820143884,1.2477341389728096,1.2009685230024214,1.1209677419354838,0.004510397943910593,0.4895721925133689,0.14575019752135754,0.31211012032521235
1,Major_116.wav,82.0,2595.0,31,82.0,124.0,165.0,248.0,278.0,371.0,556.0,625.0,1.5121951219512195,1.3306451612903225,1.503030303030303,1.1209677419354838,1.3345323741007193,1.4986522911051212,1.1241007194244603,0.002211450685935432,0.3208017077798859,0.631674867162318,0.19165497196490278
1,Major_117.wav,83.0,867.0,17,83.0,247.0,278.0,371.0,413.0,495.0,556.0,579.0,2.9759036144578315,1.125506072874494,1.3345323741007193,1.1132075471698113,1.1985472154963681,1.1232323232323231,1.04136690647482,0.009284369952133258,0.11264586806382448,0.41479527663510307,0.17823994758700668
1,Major_118.wav,83.0,1980.0,33,83.0,124.0,248.0,311.0,372.0,467.0,495.0,742.0,1.4939759036144578,2.0,1.2540322580645162,1.1961414790996785,1.2553763440860215,1.0599571734475375,1.498989898989899,0.0021234119397992605,1.0,0.31118075558884617,0.3216075758732717
1,Major_119.wav,83.0,993.0,19,83.0,156.0,247.0,311.0,331.0,370.0,413.0,495.0,1.8795180722891567,1.5833333333333333,1.2591093117408907,1.0643086816720257,1.1178247734138973,1.1162162162162161,1.1985472154963681,0.003986425406422741,0.5772058823529411,0.3177156093369713,0.09370863200637047
1,Major_12.wav,165.0,2102.0,24,234.0,262.0,330.0,415.0,468.0,495.0,525.0,830.0,1.1196581196581197,1.2595419847328244,1.2575757575757576,1.127710843373494,1.0576923076923077,1.0606060606060606,1.5809523809523809,0.0003146368460021599,0.2486528962730128,0.31574171801677364,0.20331175029393167
1,Major_120.wav,83.0,1980.0,33,83.0,124.0,248.0,293.0,372.0,440.0,495.0,742.0,1.4939759036144578,2.0,1.1814516129032258,1.2696245733788396,1.1827956989247312,1.125,1.498989898989899,0.0021234119397992605,1.0,0.21775966309957218,0.4486375707232486
1,Major_121.wav,83.0,993.0,17,83.0,147.0,247.0,293.0,331.0,370.0,413.0,495.0,1.7710843373493976,1.6802721088435375,1.1862348178137652,1.129692832764505,1.1178247734138973,1.1162162162162161,1.1985472154963681,0.003462452868934887,0.6755702280912366,0.22391629380118183,0.20673800914438734
1,Major_122.wav,165.0,2077.0,22,234.0,295.0,330.0,415.0,468.0,495.0,589.0,830.0,1.2606837606837606,1.11864406779661,1.2575757575757576,1.127710843373494,1.0576923076923077,1.1898989898989898,1.4091680814940577,0.0009960997045867902,0.10568295114656001,0.31574171801677364,0.20331175029393167
1,Major_123.wav,165.0,994.0,12,165.0,233.0,294.0,331.0,417.0,496.0,589.0,662.0,1.412121212121212,1.261802575107296,1.1258503401360545,1.2598187311178248,1.1894484412470023,1.1875,1.1239388794567062,0.0017278744216013596,0.25094673062357975,0.14619331598099383,0.431686241929387
1,Major_124.wav,82.0,2102.0,35,82.0,131.0,165.0,248.0,262.0,293.0,440.0,525.0,1.5975609756097562,1.2595419847328244,1.503030303030303,1.0564516129032258,1.118320610687023,1.5017064846416381,1.1931818181818181,0.002623954810976682,0.2486528962730128,0.631674867162318,0.08012614184278455
1,Major_125.wav,83.0,919.0,18,83.0,147.0,208.0,262.0,294.0,393.0,413.0,579.0,1.7710843373493976,1.4149659863945578,1.2596153846153846,1.1221374045801527,1.336734693877551,1.0508905852417303,1.4019370460048426,0.003462452868934887,0.40636254501800706,0.3183669934726363,0.19367696411406343
1,Major_126.wav,83.0,2224.0,34,83.0,124.0,248.0,293.0,370.0,440.0,495.0,742.0,1.4939759036144578,2.0,1.1814516129032258,1.2627986348122866,1.1891891891891893,1.125,1.498989898989899,0.0021234119397992605,1.0,0.21775966309957218,0.43683759210964523
1,Major_127.wav,83.0,867.0,15,83.0,147.0,247.0,293.0,371.0,413.0,495.0,579.0,1.7710843373493976,1.6802721088435375,1.1862348178137652,1.266211604095563,1.1132075471698113,1.1985472154963681,1.1696969696969697,0.003462452868934887,0.6755702280912366,0.22391629380118183,0.4427375814164469
1,Major_128.wav,83.0,2224.0,34,83.0,234.0,247.0,294.0,330.0,350.0,495.0,589.0,2.819277108433735,1.0555555555555556,1.1902834008097165,1.1224489795918366,1.0606060606060606,1.4142857142857144,1.1898989898989898,0.00852752073131747,0.04166666666666652,0.22912736688650348,0.19421558286056384
1,Major_129.wav,83.0,742.0,16,83.0,165.0,208.0,331.0,370.0,413.0,496.0,579.0,1.9879518072289157,1.2606060606060605,1.5913461538461537,1.1178247734138973,1.1162162162162161,1.2009685230024214,1.1673387096774193,0.004510397943910593,0.24973262032085541,0.7453492944011766,0.18622173212889348
1,Major_13.wav,165.0,994.0,12,165.0,233.0,262.0,331.0,417.0,496.0,662.0,834.0,1.412121212121212,1.1244635193133048,1.2633587786259541,1.2598187311178248,1.1894484412470023,1.3346774193548387,1.2598187311178248,0.0017278744216013596,0.11158798283261806,0.32318524711736596,0.431686241929387
1,Major_130.wav,83.0,2224.0,37,83.0,131.0,247.0,262.0,293.0,370.0,440.0,525.0,1.5783132530120483,1.8854961832061068,1.0607287449392713,1.118320610687023,1.2627986348122866,1.1891891891891893,1.1931818181818181,0.0025309461356231473,0.8838123035473731,0.062373028156211596,0.18707888446943444
1,Major_131.wav,83.0,919.0,18,147.0,208.0,248.0,262.0,293.0,370.0,413.0,579.0,1.4149659863945578,1.1923076923076923,1.0564516129032258,1.118320610687023,1.2627986348122866,1.1162162162162161,1.4019370460048426,0.0017416209147514223,0.18042986425339347,0.05686778159026695,0.18707888446943444
1,Major_132.wav,165.0,1980.0,25,185.0,312.0,330.0,370.0,495.0,624.0,742.0,830.0,1.6864864864864866,1.0576923076923077,1.121212121212121,1.337837837837838,1.2606060606060605,1.189102564102564,1.1185983827493262,0.0030536598802281475,0.04383484162895912,0.14022330182480425,0.5665576272740516
1,Major_133.wav,165.0,1251.0,17,165.0,186.0,247.0,331.0,371.0,416.0,496.0,624.0,1.1272727272727272,1.3279569892473118,1.3400809716599191,1.1208459214501512,1.1212938005390836,1.1923076923076923,1.2580645161290323,0.00035143208574942887,0.31807400379506623,0.42193707104340383,0.1914443812735851
1,Major_134.wav,82.0,2224.0,32,82.0,248.0,278.0,293.0,371.0,440.0,556.0,625.0,3.024390243902439,1.1209677419354838,1.0539568345323742,1.266211604095563,1.1859838274932615,1.2636363636363637,1.1241007194244603,0.009518666615237583,0.10804079696394653,0.05365666490198673,0.4427375814164469
1,Major_135.wav,83.0,836.0,15,83.0,147.0,278.0,294.0,370.0,413.0,556.0,579.0,1.7710843373493976,1.8911564625850341,1.0575539568345325,1.2585034013605443,1.1162162162162161,1.3462469733656175,1.04136690647482,0.003462452868934887,0.8895558223289317,0.058286647103693356,0.4294124354990452
1,Major_136.wav,83.0,2224.0,35,83.0,124.0,248.0,278.0,311.0,370.0,467.0,556.0,1.4939759036144578,2.0,1.1209677419354838,1.118705035971223,1.189710610932476,1.2621621621621621,1.1905781584582442,0.0021234119397992605,1.0,0.13990875269184366,0.18774343925378534
1,Major_137.wav,83.0,867.0,20,156.0,247.0,278.0,311.0,371.0,413.0,495.0,556.0,1.5833333333333333,1.125506072874494,1.118705035971223,1.1929260450160772,1.1132075471698113,1.1985472154963681,1.1232323232323231,0.0025552041234698066,0.11264586806382448,0.13699634453270582,0.31604906504725006
1,Major_138.wav,83.0,1978.0,29,83.0,131.0,247.0,262.0,294.0,330.0,495.0,589.0,1.5783132530120483,1.8854961832061068,1.0607287449392713,1.1221374045801527,1.1224489795918366,1.5,1.1898989898989898,0.0025309461356231473,0.8838123035473731,0.062373028156211596,0.19367696411406343
1,Major_139.wav,83.0,993.0,18,83.0,165.0,262.0,331.0,413.0,496.0,579.0,661.0,1.9879518072289157,1.587878787878788,1.2633587786259541,1.2477341389728096,1.2009685230024214,1.1673387096774193,1.1416234887737478,0.004510397943910593,0.5818181818181818,0.32318524711736596,0.4107956453506214
1,Major_14.wav,139.0,2492.0,24,139.0,278.0,350.0,415.0,556.0,625.0,830.0,835.0,2.0,1.2589928057553956,1.1857142857142857,1.3397590361445784,1.1241007194244603,1.328,1.0060240963855422,0.004568617114742577,0.24809564113415128,0.22324629869021195,0.5698787967675936
1,Major_140.wav,88.0,1838.0,23,88.0,131.0,175.0,221.0,262.0,350.0,442.0,787.0,1.4886363636363635,1.3358778625954197,1.262857142857143,1.1855203619909502,1.3358778625954197,1.262857142857143,1.7805429864253393,0.002097610261816904,0.3261113605747641,0.3225395741359547,0.3032468840045113
1,Major_141.wav,87.0,1327.0,20,87.0,174.0,262.0,350.0,393.0,440.0,524.0,661.0,2.0,1.5057471264367817,1.3358778625954197,1.1228571428571428,1.1195928753180662,1.190909090909091,1.2614503816793894,0.004568617114742577,0.49847870182555787,0.41652710203879484,0.19492117341847925
1,Major_142.wav,88.0,1770.0,22,88.0,131.0,176.0,221.0,262.0,295.0,442.0,589.0,1.4886363636363635,1.3435114503816794,1.2556818181818181,1.1855203619909502,1.1259541984732824,1.4983050847457626,1.332579185520362,0.002097610261816904,0.33385720700493926,0.3133039622363294,0.3032468840045113
1,Major_143.wav,2.0,1327.0,19,87.0,174.0,262.0,294.0,393.0,440.0,661.0,883.0,2.0,1.5057471264367817,1.1221374045801527,1.336734693877551,1.1195928753180662,1.5022727272727272,1.3358547655068078,0.004568617114742577,0.49847870182555787,0.14141426648089905,0.5646506257661719
1,Major_144.wav,175.0,1838.0,20,175.0,196.0,262.0,350.0,392.0,440.0,586.0,879.0,1.12,1.336734693877551,1.3358778625954197,1.12,1.1224489795918366,1.3318181818181818,1.5,0.0003162888771744872,0.3269807923169268,0.41652710203879484,0.18998203951307135
1,Major_145.wav,175.0,1053.0,12,175.0,197.0,262.0,350.0,393.0,441.0,589.0,877.0,1.1257142857142857,1.3299492385786802,1.3358778625954197,1.1228571428571428,1.1221374045801527,1.3356009070294785,1.4889643463497453,0.00034390139819765603,0.3200955509107195,0.41652710203879484,0.19492117341847925
1,Major_146.wav,88.0,2102.0,25,88.0,176.0,221.0,262.0,330.0,442.0,495.0,525.0,2.0,1.2556818181818181,1.1855203619909502,1.2595419847328244,1.3393939393939394,1.1199095022624435,1.0606060606060606,0.004568617114742577,0.24473596256684482,0.2229966926684781,0.4312078313207126
1,Major_147.wav,2.0,1327.0,21,87.0,165.0,174.0,261.0,331.0,440.0,496.0,661.0,1.896551724137931,1.0545454545454545,1.5,1.2681992337164751,1.3293051359516617,1.1272727272727272,1.3326612903225807,0.004068735268633475,0.0406417112299462,0.6277744579136078,0.4461735905146609
1,Major_148.wav,88.0,2102.0,27,88.0,176.0,221.0,262.0,311.0,442.0,467.0,525.0,2.0,1.2556818181818181,1.1855203619909502,1.1870229007633588,1.4212218649517685,1.0565610859728507,1.1241970021413277,0.004568617114742577,0.24473596256684482,0.2229966926684781,0.305844318072759
1,Major_149.wav,2.0,1327.0,22,87.0,156.0,174.0,261.0,311.0,440.0,624.0,661.0,1.793103448275862,1.1153846153846154,1.5,1.1915708812260537,1.414790996784566,1.4181818181818182,1.0592948717948718,0.0035688534225243734,0.10237556561085959,0.6277744579136078,0.3137063976493095
1,Major_15.wav,208.0,1053.0,10,208.0,278.0,350.0,416.0,421.0,556.0,625.0,834.0,1.3365384615384615,1.2589928057553956,1.1885714285714286,1.0120192307692308,1.3206650831353919,1.1241007194244603,1.3344,0.0013626441209467046,0.24809564113415128,0.22692382741042483,0.003316022059162149
1,Major_150.wav,88.0,1980.0,28,88.0,176.0,247.0,311.0,442.0,467.0,495.0,742.0,2.0,1.4034090909090908,1.2591093117408907,1.4212218649517685,1.0565610859728507,1.0599571734475375,1.498989898989899,0.004568617114742577,0.3946356951871657,0.3177156093369713,0.7107033336948103
1,Major_151.wav,87.0,1327.0,21,156.0,174.0,247.0,261.0,311.0,440.0,495.0,661.0,1.1153846153846154,1.4195402298850575,1.05668016194332,1.1915708812260537,1.414790996784566,1.125,1.3353535353535353,0.0002939864563480804,0.41100405679513163,0.05716195507089017,0.3137063976493095
1,Major_152.wav,88.0,1949.0,27,88.0,176.0,278.0,311.0,442.0,467.0,556.0,835.0,2.0,1.5795454545454546,1.118705035971223,1.4212218649517685,1.0565610859728507,1.1905781584582442,1.5017985611510791,0.004568617114742577,0.5733622994652405,0.13699634453270582,0.7107033336948103
1,Major_153.wav,2.0,1327.0,24,156.0,174.0,261.0,278.0,311.0,440.0,556.0,661.0,1.1153846153846154,1.5,1.0651340996168583,1.118705035971223,1.414790996784566,1.2636363636363637,1.1888489208633093,0.0002939864563480804,0.49264705882352944,0.06804331457855417,0.18774343925378534
1,Major_154.wav,88.0,1960.0,32,88.0,131.0,176.0,262.0,311.0,442.0,467.0,525.0,1.4886363636363635,1.3435114503816794,1.4886363636363635,1.1870229007633588,1.4212218649517685,1.0565610859728507,1.1241970021413277,0.002097610261816904,0.33385720700493926,0.6131479232309436,0.305844318072759
1,Major_155.wav,87.0,1327.0,21,87.0,156.0,173.0,262.0,311.0,393.0,440.0,661.0,1.793103448275862,1.108974358974359,1.5144508670520231,1.1870229007633588,1.2636655948553055,1.1195928753180662,1.5022727272727272,0.0035688534225243734,0.09587104072398178,0.6463746754291344,0.305844318072759
1,Major_156.wav,88.0,1980.0,36,88.0,110.0,220.0,311.0,330.0,392.0,495.0,742.0,1.25,2.0,1.4136363636363636,1.0610932475884245,1.187878787878788,1.2627551020408163,1.498989898989899,0.0009444737304515911,1.0,0.5166127943253604,0.0881501211803486
1,Major_157.wav,87.0,781.0,22,156.0,174.0,196.0,220.0,247.0,261.0,311.0,330.0,1.1153846153846154,1.1264367816091954,1.1224489795918366,1.1227272727272728,1.05668016194332,1.1915708812260537,1.0610932475884245,0.0002939864563480804,0.11359026369168346,0.14181530559978817,0.19469666733186997
1,Major_158.wav,175.0,1960.0,24,175.0,221.0,312.0,350.0,392.0,442.0,554.0,624.0,1.262857142857143,1.411764705882353,1.1217948717948718,1.12,1.1275510204081634,1.253393665158371,1.1263537906137184,0.0010066019027537227,0.40311418685121114,0.14097338052647945,0.18998203951307135
1,Major_159.wav,175.0,1327.0,16,175.0,350.0,393.0,440.0,556.0,624.0,661.0,883.0,2.0,1.1228571428571428,1.1195928753180662,1.2636363636363637,1.1223021582733812,1.0592948717948718,1.3358547655068078,0.004568617114742577,0.1099579831932771,0.13813911367663856,0.4382857713031332
1,Major_16.wav,139.0,2800.0,24,139.0,278.0,350.0,467.0,556.0,625.0,835.0,932.0,2.0,1.2589928057553956,1.3342857142857143,1.1905781584582442,1.1241007194244603,1.336,1.1161676646706586,0.004568617114742577,0.24809564113415128,0.4144777921412719,0.3119902809109043
1,Major_160.wav,88.0,1838.0,24,88.0,110.0,220.0,264.0,330.0,392.0,496.0,525.0,1.25,2.0,1.2,1.25,1.187878787878788,1.2653061224489797,1.0584677419354838,0.0009444737304515911,1.0,0.24163394229127544,0.4147126322091401
1,Major_161.wav,87.0,662.0,17,165.0,174.0,196.0,220.0,261.0,330.0,392.0,496.0,1.0545454545454545,1.1264367816091954,1.1224489795918366,1.1863636363636363,1.264367816091954,1.187878787878788,1.2653061224489797,0.0,0.11359026369168346,0.14181530559978817,0.3047046497705048
1,Major_162.wav,88.0,1770.0,31,88.0,131.0,176.0,262.0,311.0,442.0,467.0,589.0,1.4886363636363635,1.3435114503816794,1.4886363636363635,1.1870229007633588,1.4212218649517685,1.0565610859728507,1.2612419700214133,0.002097610261816904,0.33385720700493926,0.6131479232309436,0.305844318072759
1,Major_163.wav,87.0,1327.0,22,87.0,156.0,173.0,262.0,311.0,350.0,440.0,661.0,1.793103448275862,1.108974358974359,1.5144508670520231,1.1870229007633588,1.1254019292604502,1.2571428571428571,1.5022727272727272,0.0035688534225243734,0.09587104072398178,0.6463746754291344,0.305844318072759
1,Major_164.wav,88.0,1770.0,24,88.0,176.0,221.0,295.0,330.0,442.0,495.0,589.0,2.0,1.2556818181818181,1.334841628959276,1.11864406779661,1.3393939393939394,1.1199095022624435,1.1898989898989898,0.004568617114742577,0.24473596256684482,0.41519332940357545,0.18763804376135207
1,Major_165.wav,2.0,1327.0,20,87.0,165.0,174.0,261.0,331.0,440.0,496.0,661.0,1.896551724137931,1.0545454545454545,1.5,1.2681992337164751,1.3293051359516617,1.1272727272727272,1.3326612903225807,0.004068735268633475,0.0406417112299462,0.6277744579136078,0.4461735905146609
1,Major_166.wav,175.0,1949.0,20,175.0,221.0,278.0,350.0,442.0,525.0,556.0,835.0,1.262857142857143,1.257918552036199,1.2589928057553956,1.262857142857143,1.1877828054298643,1.059047619047619,1.5017985611510791,0.0010066019027537227,0.24700558956614294,0.3175656503992641,0.43693873478347656
1,Major_167.wav,175.0,1328.0,16,175.0,278.0,350.0,440.0,556.0,661.0,877.0,883.0,1.5885714285714285,1.2589928057553956,1.2571428571428571,1.2636363636363637,1.1888489208633093,1.3267776096822996,1.0068415051311288,0.002580515601074379,0.24809564113415128,0.31518451669552916,0.4382857713031332
1,Major_168.wav,93.0,2224.0,25,93.0,139.0,186.0,234.0,278.0,370.0,468.0,556.0,1.4946236559139785,1.3381294964028776,1.2580645161290323,1.188034188034188,1.330935251798561,1.2648648648648648,1.188034188034188,0.002126542002747217,0.32839610664409635,0.3163708162826946,0.30759252720937025
1,Major_169.wav,92.0,1116.0,13,92.0,185.0,233.0,278.0,371.0,556.0,742.0,929.0,2.010869565217391,1.2594594594594595,1.1931330472103003,1.3345323741007193,1.4986522911051212,1.3345323741007193,1.252021563342318,0.004621140931906213,0.2485691573926867,0.23279524665471274,0.5608434824680668
1,Major_17.wav,208.0,1053.0,10,208.0,278.0,350.0,416.0,467.0,556.0,625.0,836.0,1.3365384615384615,1.2589928057553956,1.1885714285714286,1.1225961538461537,1.1905781584582442,1.1241007194244603,1.3376,0.0013626441209467046,0.24809564113415128,0.22692382741042483,0.19447000253288893
1,Major_170.wav,185.0,2333.0,20,185.0,278.0,370.0,467.0,556.0,621.0,740.0,835.0,1.5027027027027027,1.330935251798561,1.2621621621621621,1.1905781584582442,1.1169064748201438,1.1916264090177133,1.1283783783783783,0.00216558150137486,0.3210960643250105,0.3216450401229298,0.3119902809109043
1,Major_171.wav,176.0,1116.0,13,186.0,278.0,371.0,467.0,556.0,624.0,743.0,929.0,1.4946236559139785,1.3345323741007193,1.2587601078167117,1.1905781584582442,1.1223021582733812,1.1907051282051282,1.250336473755047,0.002126542002747217,0.3247460854845534,0.3172661367258385,0.3119902809109043
1,Major_172.wav,185.0,1874.0,19,185.0,234.0,312.0,370.0,415.0,468.0,624.0,830.0,1.2648648648648648,1.3333333333333333,1.185897435897436,1.1216216216216217,1.127710843373494,1.3333333333333333,1.330128205128205,0.0010163035993294304,0.3235294117647056,0.2234820377107385,0.1927853317296544
1,Major_173.wav,2.0,1251.0,16,185.0,233.0,371.0,417.0,556.0,624.0,834.0,929.0,1.2594594594594595,1.592274678111588,1.123989218328841,1.3333333333333333,1.1223021582733812,1.3365384615384615,1.1139088729016786,0.0009901836470102158,0.5862787174955819,0.1437978008667491,0.5587707044502095
1,Major_174.wav,185.0,1949.0,20,185.0,234.0,278.0,350.0,370.0,468.0,556.0,835.0,1.2648648648648648,1.188034188034188,1.2589928057553956,1.0571428571428572,1.2648648648648648,1.188034188034188,1.5017985611510791,0.0010163035993294304,0.17609351432880826,0.3175656503992641,0.0813210935940929
1,Major_175.wav,176.0,1116.0,16,185.0,233.0,278.0,350.0,371.0,557.0,743.0,929.0,1.2594594594594595,1.1931330472103003,1.2589928057553956,1.06,1.5013477088948788,1.333931777378815,1.250336473755047,0.0009901836470102158,0.18126735672809868,0.3175656503992641,0.08626022749950124
1,Major_176.wav,185.0,1949.0,21,185.0,234.0,278.0,370.0,468.0,556.0,659.0,835.0,1.2648648648648648,1.188034188034188,1.330935251798561,1.2648648648648648,1.188034188034188,1.185251798561151,1.267071320182094,0.0010163035993294304,0.17609351432880826,0.41016529443339644,0.44040947752781734
1,Major_177.wav,176.0,1116.0,15,185.0,233.0,278.0,331.0,371.0,557.0,661.0,929.0,1.2594594594594595,1.1931330472103003,1.1906474820143884,1.1208459214501512,1.5013477088948788,1.1867145421903051,1.405446293494705,0.0009901836470102158,0.18126735672809868,0.22959598856683816,0.1914443812735851
1,Major_178.wav,93.0,2102.0,25,93.0,186.0,234.0,262.0,330.0,468.0,495.0,525.0,2.0,1.2580645161290323,1.1196581196581197,1.2595419847328244,1.4181818181818182,1.0576923076923077,1.0606060606060606,0.004568617114742577,0.24715370018975324,0.13822309195367088,0.4312078313207126
1,Major_179.wav,92.0,994.0,17,92.0,165.0,185.0,233.0,262.0,277.0,331.0,496.0,1.7934782608695652,1.121212121212121,1.2594594594594595,1.1244635193133048,1.0572519083969465,1.1949458483754514,1.498489425981873,0.0035706645886334643,0.10828877005347559,0.3181662967389449,0.1976981113652969
1,Major_18.wav,139.0,2077.0,25,175.0,234.0,278.0,312.0,350.0,468.0,554.0,624.0,1.3371428571428572,1.188034188034188,1.1223021582733812,1.1217948717948718,1.3371428571428572,1.1837606837606838,1.1263537906137184,0.0013655646760549244,0.17609351432880826,0.14162632673441222,0.19308482876134048
1,Major_180.wav,93.0,1770.0,23,93.0,186.0,234.0,295.0,330.0,468.0,495.0,589.0,2.0,1.2580645161290323,1.2606837606837606,1.11864406779661,1.4181818181818182,1.0576923076923077,1.1898989898989898,0.004568617114742577,0.24715370018975324,0.3197421377590406,0.18763804376135207
